the_review,year,month
Ive been using these headphones for over 2 years and they are great for only around 25 dollars.,2021,03
Bought this for my son and he says it’s awesome! Mic works great and the sound is amazing. Great product for a great price!,2021,03
It’s a great headset overall. My son loves it.,2021,03
Great headset for my son. So far so good,2021,03
Awesome headset for the price!,2021,03
Very nice headset especially for the price!,2021,03
Needed a quality headset for a good price. Works great.,2021,03
these are amazing!! i love how they look and how well they work for what i need. great sound quality and nice mic.,2021,03
My sons love these gaming headphones! The sound quality is great and they look really cool too.,2021,03
Cord is too long but still good,2021,03
"Great sound, the noise cancellation works well!",2021,03
"Excellent headset for the price. Easy to use with Windows. Plug and play.  Sits over the ear so the noise cancelling is passive. You can still somewhat hear things going on around you, but its not disturbing",2021,03
Fantastic,2021,03
"I recently purchased this and I am amazed at the high quality of it. The sound is great, the cable is long, and the lights on it are amazing. I showed it to a couple of my friends and now they are making purchasing one. I highly recommend it.",2021,03
"great headset, definitely would recommend for any gamer.",2021,03
"Comfortable and lightweight.  Sound quality is pretty nice and bass is deep.  Volume also not a problem, definitely as loud as you need.",2021,03
"GREAT  PRODUCT,  HIGHLY RECOMMEND",2021,03
I purchased three of these gaming headset sets for my kids and the two had the same issue. The sound connection is not really the best quality. They start off great then after a few days of playing the sound becomes a problem.,2021,03
Great Quality for the price. Noise cancelling is great and sound quality is awesome. Recommended!,2021,03
itr is a very good headset mic is good sound quality is good and is very comfortable,2021,03
This is still 5 stars because description is correct and perfect for price nothing else will beat it!! best for laptop pc gaming but I bought it for ps4 console. So the lighting feature won’t work because the usb cable is not long enough to reach the console while also having the auxiliary plugged into your ps4 remote. What you can do is have a phone charging battery pack with you to have it power up the led lights lol. That’s what I did,2021,03
"What a great headset! They work just as intended and they’re stylish. No complaints, delivered on time with no hassle. 10/10 would buy again. Amazon is a great company!",2021,03
Very good!,2021,03
So far so good!  My son is super excited to have an official gaming headset.,2021,03
I liked that the sound quality was great for the price. It’s comfortable although haven’t worn for more than an hour but I’m sure it will still be comfortable. Only drawback is the version I got had the usb and six cable too short to separate. I can only plug in one or the other. Usb is used to light up and six is for the sound. So either I get lights or sound but not together unless I hookup to a power bank.,2021,03
"These sound so good and they are at a great price, highly recommend",2021,03
Great sound. Comfortable adjustable fit. My son uses this for online school as well as gaming fun. Would recommend this product to others.,2021,03
Purchased this for my son and it has been great to take some noise down and gives him a better sound.,2021,03
"My 7 year old son loves these headset, they are made of good quality plastic and work very well.",2021,03
Product worked as mentioned. A little uncomfortable over the ears after a couple of hours for those who wear glasses. Good bang for your buck.,2021,03
"I like it, it's very comfy and the ease of access is wonderful, the sound is wonderful!",2021,03
